MeasurementDate	metric	metrictype	Agency	numerator	denominator
2014-12-28	TripsBilled	Count	LOG	28.00	NULL
2015-01-20	TripsBilled	Count	LOG	59.00	NULL
2015-02-24	TripsBilled	Count	LOG	449.00	NULL
2015-03-25	TripsBilled	Count	LOG	397.00	NULL
2015-03-31	TripsBilled	Count	LOG	481.00	NULL
2015-04-07	TripsBilled	Count	LOG	426.00	NULL
2015-05-25	TripsBilled	Count	LOG	472.00	NULL
2015-06-10	TripsBilled	Count	LOG	464.00	NULL
2015-06-20	TripsBilled	Count	LOG	96.00	NULL
2015-06-29	TripsBilled	Count	LOG	496.00	NULL
2015-07-06	TripsBilled	Count	LOG	481.00	NULL
2015-07-09	TripsBilled	Count	LOG	544.00	NULL
2015-08-26	TripsBilled	Count	LOG	360.00	NULL
2015-09-21	TripsBilled	Count	LOG	452.00	NULL
2015-11-02	TripsBilled	Count	LOG	1650.00	NULL
2014-10-31	TripsBilled	Count	PVT	22.00	NULL
2014-12-24	TripsBilled	Count	PVT	4.00	NULL
2015-10-22	TripsBilled	Count	PVT	13.00	NULL
2015-10-29	TripsBilled	Count	PVT	12.00	NULL
2014-09-15	TripsBilled	Count	LOG	2.00	NULL
2014-09-24	TripsBilled	Count	LOG	16.00	NULL
2014-11-08	TripsBilled	Count	LOG	2.00	NULL
2014-12-01	TripsBilled	Count	LOG	76.00	NULL
2014-12-17	TripsBilled	Count	LOG	2305.00	NULL
2015-01-05	TripsBilled	Count	LOG	492.00	NULL
2015-01-21	TripsBilled	Count	LOG	58.00	NULL
2015-02-06	TripsBilled	Count	LOG	332.00	NULL
2015-02-26	TripsBilled	Count	LOG	259.00	NULL
2015-03-04	TripsBilled	Count	LOG	404.00	NULL
2015-03-07	TripsBilled	Count	LOG	43.00	NULL
2015-03-20	TripsBilled	Count	LOG	375.00	NULL
2015-04-15	TripsBilled	Count	LOG	398.00	NULL
2015-05-07	TripsBilled	Count	LOG	427.00	NULL
2015-05-17	TripsBilled	Count	LOG	35.00	NULL
2015-05-30	TripsBilled	Count	LOG	101.00	NULL
2015-06-15	TripsBilled	Count	LOG	445.00	NULL
2015-06-21	TripsBilled	Count	LOG	57.00	NULL
2015-06-28	TripsBilled	Count	LOG	47.00	NULL
2015-08-28	TripsBilled	Count	LOG	484.00	NULL
2015-09-10	TripsBilled	Count	LOG	458.00	NULL
2015-09-16	TripsBilled	Count	LOG	479.00	NULL
2015-04-30	TripsBilled	Count	PVT	143.00	NULL
2015-06-01	TripsBilled	Count	PVT	156.00	NULL
2015-08-24	TripsBilled	Count	PVT	2.00	NULL
2015-11-09	TripsBilled	Count	PVT	3.00	NULL
2014-08-21	TripsBilled	Count	LOG	1.00	NULL
2014-11-19	TripsBilled	Count	LOG	10.00	NULL
2014-11-22	TripsBilled	Count	LOG	2.00	NULL
2014-12-02	TripsBilled	Count	LOG	67.00	NULL
2014-12-05	TripsBilled	Count	LOG	49.00	NULL
2014-12-08	TripsBilled	Count	LOG	121.00	NULL
2014-12-11	TripsBilled	Count	LOG	49.00	NULL
2014-12-21	TripsBilled	Count	LOG	61.00	NULL
2014-12-24	TripsBilled	Count	LOG	1922.00	NULL
2014-12-27	TripsBilled	Count	LOG	16.00	NULL
2015-01-03	TripsBilled	Count	LOG	18.00	NULL
2015-02-01	TripsBilled	Count	LOG	34.00	NULL
2015-03-08	TripsBilled	Count	LOG	42.00	NULL
2015-03-11	TripsBilled	Count	LOG	391.00	NULL
2015-03-21	TripsBilled	Count	LOG	54.00	NULL
2015-03-27	TripsBilled	Count	LOG	395.00	NULL
2015-04-03	TripsBilled	Count	LOG	344.00	NULL
2015-04-22	TripsBilled	Count	LOG	424.00	NULL
2015-05-11	TripsBilled	Count	LOG	440.00	NULL
2015-05-18	TripsBilled	Count	LOG	422.00	NULL
2015-05-21	TripsBilled	Count	LOG	487.00	NULL
2015-06-09	TripsBilled	Count	LOG	169.00	NULL
2015-06-25	TripsBilled	Count	LOG	517.00	NULL
2015-07-02	TripsBilled	Count	LOG	520.00	NULL
2015-07-11	TripsBilled	Count	LOG	79.00	NULL
2015-08-19	TripsBilled	Count	LOG	4700.00	NULL
2015-08-25	TripsBilled	Count	LOG	406.00	NULL
2015-09-17	TripsBilled	Count	LOG	472.00	NULL
2015-10-06	TripsBilled	Count	LOG	459.00	NULL
2015-11-17	TripsBilled	Count	LOG	424.00	NULL
2015-04-13	TripsBilled	Count	PVT	11.00	NULL
2015-09-11	TripsBilled	Count	PVT	18.00	NULL
2015-10-23	TripsBilled	Count	PVT	3.00	NULL
2015-11-18	TripsBilled	Count	PVT	6.00	NULL
2014-10-08	TripsBilled	Count	LOG	1.00	NULL
2014-10-21	TripsBilled	Count	LOG	16.00	NULL
2014-10-24	TripsBilled	Count	LOG	16.00	NULL
2014-12-18	TripsBilled	Count	LOG	764.00	NULL
2015-01-09	TripsBilled	Count	LOG	39.00	NULL
2015-01-16	TripsBilled	Count	LOG	55.00	NULL
2015-02-04	TripsBilled	Count	LOG	25.00	NULL
2015-02-07	TripsBilled	Count	LOG	103.00	NULL
2015-02-17	TripsBilled	Count	LOG	388.00	NULL
2015-02-23	TripsBilled	Count	LOG	200.00	NULL
2015-03-02	TripsBilled	Count	LOG	381.00	NULL
2015-03-24	TripsBilled	Count	LOG	474.00	NULL
2015-04-12	TripsBilled	Count	LOG	28.00	NULL
2015-04-16	TripsBilled	Count	LOG	388.00	NULL
2015-04-19	TripsBilled	Count	LOG	48.00	NULL
2015-05-05	TripsBilled	Count	LOG	475.00	NULL
2015-05-27	TripsBilled	Count	LOG	456.00	NULL
2015-06-16	TripsBilled	Count	LOG	550.00	NULL
2015-07-18	TripsBilled	Count	LOG	79.00	NULL
2015-07-21	TripsBilled	Count	LOG	535.00	NULL
2015-09-23	TripsBilled	Count	LOG	439.00	NULL
2015-11-23	TripsBilled	Count	LOG	448.00	NULL
2015-01-13	TripsBilled	Count	PVT	97.00	NULL
2015-09-02	TripsBilled	Count	PVT	6.00	NULL
2015-11-05	TripsBilled	Count	PVT	4.00	NULL
2014-11-02	TripsBilled	Count	LOG	2.00	NULL
2014-11-05	TripsBilled	Count	LOG	27.00	NULL
2014-11-18	TripsBilled	Count	LOG	13.00	NULL
2014-11-28	TripsBilled	Count	LOG	35.00	NULL
2014-12-04	TripsBilled	Count	LOG	27.00	NULL
2014-12-30	TripsBilled	Count	LOG	1082.00	NULL
2015-01-28	TripsBilled	Count	LOG	445.00	NULL
2015-01-31	TripsBilled	Count	LOG	69.00	NULL
2015-02-13	TripsBilled	Count	LOG	298.00	NULL
2015-02-16	TripsBilled	Count	LOG	217.00	NULL
2015-02-19	TripsBilled	Count	LOG	417.00	NULL
2015-03-01	TripsBilled	Count	LOG	40.00	NULL
2015-03-14	TripsBilled	Count	LOG	72.00	NULL
2015-03-17	TripsBilled	Count	LOG	398.00	NULL
2015-03-30	TripsBilled	Count	LOG	388.00	NULL
2015-04-02	TripsBilled	Count	LOG	404.00	NULL
2015-04-21	TripsBilled	Count	LOG	422.00	NULL
2015-05-04	TripsBilled	Count	LOG	402.00	NULL
2015-05-20	TripsBilled	Count	LOG	444.00	NULL
2015-06-12	TripsBilled	Count	LOG	440.00	NULL
2015-07-01	TripsBilled	Count	LOG	502.00	NULL
2015-07-07	TripsBilled	Count	LOG	523.00	NULL
2015-07-14	TripsBilled	Count	LOG	460.00	NULL
2015-07-30	TripsBilled	Count	LOG	4327.00	NULL
2015-09-29	TripsBilled	Count	LOG	19.00	NULL
2015-10-02	TripsBilled	Count	LOG	728.00	NULL
2015-10-12	TripsBilled	Count	LOG	1254.00	NULL
2015-11-10	TripsBilled	Count	LOG	838.00	NULL
2015-11-19	TripsBilled	Count	LOG	874.00	NULL
2015-09-09	TripsBilled	Count	PVT	175.00	NULL
2015-09-15	TripsBilled	Count	PVT	11.00	NULL
2014-10-14	TripsBilled	Count	LOG	14.00	NULL
2014-10-17	TripsBilled	Count	LOG	37.00	NULL
2014-10-20	TripsBilled	Count	LOG	8.00	NULL
2014-10-23	TripsBilled	Count	LOG	17.00	NULL
2014-10-30	TripsBilled	Count	LOG	6.00	NULL
2014-11-21	TripsBilled	Count	LOG	27.00	NULL
2014-12-07	TripsBilled	Count	LOG	5.00	NULL
2014-12-20	TripsBilled	Count	LOG	58.00	NULL
2014-12-23	TripsBilled	Count	LOG	14.00	NULL
2015-01-02	TripsBilled	Count	LOG	630.00	NULL
2015-01-12	TripsBilled	Count	LOG	1915.00	NULL
2015-01-15	TripsBilled	Count	LOG	444.00	NULL
2015-01-18	TripsBilled	Count	LOG	1.00	NULL
2015-03-23	TripsBilled	Count	LOG	399.00	NULL
2015-04-05	TripsBilled	Count	LOG	47.00	NULL
2015-04-08	TripsBilled	Count	LOG	350.00	NULL
2015-04-18	TripsBilled	Count	LOG	72.00	NULL
2015-04-28	TripsBilled	Count	LOG	306.00	NULL
2015-05-01	TripsBilled	Count	LOG	376.00	NULL
2015-05-14	TripsBilled	Count	LOG	415.00	NULL
2015-05-23	TripsBilled	Count	LOG	93.00	NULL
2015-06-02	TripsBilled	Count	LOG	465.00	NULL
2015-06-05	TripsBilled	Count	LOG	437.00	NULL
2015-06-18	TripsBilled	Count	LOG	538.00	NULL
2015-07-04	TripsBilled	Count	LOG	107.00	NULL
2015-07-17	TripsBilled	Count	LOG	481.00	NULL
2015-07-20	TripsBilled	Count	LOG	492.00	NULL
2015-10-21	TripsBilled	Count	LOG	1030.00	NULL
2015-11-16	TripsBilled	Count	LOG	683.00	NULL
2014-12-16	TripsBilled	Count	PVT	121.00	NULL
2015-03-19	TripsBilled	Count	PVT	36.00	NULL
2015-10-05	TripsBilled	Count	PVT	2.00	NULL
2015-10-27	TripsBilled	Count	PVT	1.00	NULL
2015-11-06	TripsBilled	Count	PVT	2.00	NULL
2014-09-11	TripsBilled	Count	LOG	1.00	NULL
2014-11-04	TripsBilled	Count	LOG	21.00	NULL
2014-11-14	TripsBilled	Count	LOG	6.00	NULL
2014-11-24	TripsBilled	Count	LOG	16.00	NULL
2014-11-27	TripsBilled	Count	LOG	14.00	NULL
2014-12-13	TripsBilled	Count	LOG	2.00	NULL
2014-12-16	TripsBilled	Count	LOG	48.00	NULL
2015-01-04	TripsBilled	Count	LOG	16.00	NULL
2015-01-17	TripsBilled	Count	LOG	12.00	NULL
2015-01-24	TripsBilled	Count	LOG	106.00	NULL
2015-02-02	TripsBilled	Count	LOG	388.00	NULL
2015-02-09	TripsBilled	Count	LOG	93.00	NULL
2015-03-26	TripsBilled	Count	LOG	443.00	NULL
2015-04-14	TripsBilled	Count	LOG	392.00	NULL
2015-04-27	TripsBilled	Count	LOG	4.00	NULL
2015-05-13	TripsBilled	Count	LOG	453.00	NULL
2015-05-16	TripsBilled	Count	LOG	86.00	NULL
2015-06-01	TripsBilled	Count	LOG	81.00	NULL
2015-06-17	TripsBilled	Count	LOG	508.00	NULL
2015-07-10	TripsBilled	Count	LOG	88.00	NULL
2015-08-24	TripsBilled	Count	LOG	1377.00	NULL
2015-09-09	TripsBilled	Count	LOG	1826.00	NULL
2015-10-30	TripsBilled	Count	LOG	427.00	NULL
2015-03-23	TripsBilled	Count	PVT	1.00	NULL
2015-04-21	TripsBilled	Count	PVT	28.00	NULL
2015-11-10	TripsBilled	Count	PVT	3.00	NULL
2014-11-13	TripsBilled	Count	LOG	12.00	NULL
2014-11-23	TripsBilled	Count	LOG	6.00	NULL
2014-11-29	TripsBilled	Count	LOG	19.00	NULL
2014-12-09	TripsBilled	Count	LOG	42.00	NULL
2014-12-22	TripsBilled	Count	LOG	38.00	NULL
2014-12-31	TripsBilled	Count	LOG	217.00	NULL
2015-01-23	TripsBilled	Count	LOG	468.00	NULL
2015-01-26	TripsBilled	Count	LOG	256.00	NULL
2015-02-05	TripsBilled	Count	LOG	442.00	NULL
2015-02-14	TripsBilled	Count	LOG	46.00	NULL
2015-02-27	TripsBilled	Count	LOG	321.00	NULL
2015-03-06	TripsBilled	Count	LOG	417.00	NULL
2015-03-09	TripsBilled	Count	LOG	397.00	NULL
2015-03-12	TripsBilled	Count	LOG	444.00	NULL
2015-03-15	TripsBilled	Count	LOG	31.00	NULL
2015-03-28	TripsBilled	Count	LOG	70.00	NULL
2015-04-23	TripsBilled	Count	LOG	392.00	NULL
2015-04-29	TripsBilled	Count	LOG	311.00	NULL
2015-05-09	TripsBilled	Count	LOG	92.00	NULL
2015-05-15	TripsBilled	Count	LOG	367.00	NULL
2015-05-22	TripsBilled	Count	LOG	395.00	NULL
2015-06-23	TripsBilled	Count	LOG	510.00	NULL
2015-06-26	TripsBilled	Count	LOG	443.00	NULL
2015-07-12	TripsBilled	Count	LOG	34.00	NULL
2015-07-15	TripsBilled	Count	LOG	479.00	NULL
2015-08-20	TripsBilled	Count	LOG	2268.00	NULL
2015-11-11	TripsBilled	Count	LOG	448.00	NULL
2015-11-18	TripsBilled	Count	LOG	403.00	NULL
2015-10-19	TripsBilled	Count	PVT	2.00	NULL
2015-11-17	TripsBilled	Count	PVT	1.00	NULL
2014-10-13	TripsBilled	Count	LOG	14.00	NULL
2014-11-01	TripsBilled	Count	LOG	4.00	NULL
2014-11-11	TripsBilled	Count	LOG	14.00	NULL
2014-11-30	TripsBilled	Count	LOG	3.00	NULL
2014-12-03	TripsBilled	Count	LOG	46.00	NULL
2014-12-10	TripsBilled	Count	LOG	47.00	NULL
2014-12-26	TripsBilled	Count	LOG	23.00	NULL
2015-01-11	TripsBilled	Count	LOG	8.00	NULL
2015-02-12	TripsBilled	Count	LOG	370.00	NULL
2015-02-28	TripsBilled	Count	LOG	70.00	NULL
2015-03-03	TripsBilled	Count	LOG	396.00	NULL
2015-03-13	TripsBilled	Count	LOG	399.00	NULL
2015-03-29	TripsBilled	Count	LOG	46.00	NULL
2015-04-01	TripsBilled	Count	LOG	439.00	NULL
2015-04-04	TripsBilled	Count	LOG	57.00	NULL
2015-04-11	TripsBilled	Count	LOG	60.00	NULL
2015-04-24	TripsBilled	Count	LOG	63.00	NULL
2015-05-03	TripsBilled	Count	LOG	26.00	NULL
2015-06-11	TripsBilled	Count	LOG	482.00	NULL
2015-07-03	TripsBilled	Count	LOG	497.00	NULL
2015-07-16	TripsBilled	Count	LOG	503.00	NULL
2015-09-02	TripsBilled	Count	LOG	466.00	NULL
2015-09-22	TripsBilled	Count	LOG	476.00	NULL
2015-09-28	TripsBilled	Count	LOG	1733.00	NULL
2015-10-27	TripsBilled	Count	LOG	1209.00	NULL
2015-02-13	TripsBilled	Count	PVT	156.00	NULL
2015-09-16	TripsBilled	Count	PVT	58.00	NULL
2014-10-18	TripsBilled	Count	LOG	2.00	NULL
2014-10-27	TripsBilled	Count	LOG	10.00	NULL
2014-11-03	TripsBilled	Count	LOG	10.00	NULL
2014-11-06	TripsBilled	Count	LOG	305.00	NULL
2014-11-12	TripsBilled	Count	LOG	16.00	NULL
2014-11-25	TripsBilled	Count	LOG	19.00	NULL
2015-01-06	TripsBilled	Count	LOG	445.00	NULL
2015-01-19	TripsBilled	Count	LOG	51.00	NULL
2015-01-22	TripsBilled	Count	LOG	39.00	NULL
2015-01-25	TripsBilled	Count	LOG	75.00	NULL
2015-02-10	TripsBilled	Count	LOG	330.00	NULL
2015-02-20	TripsBilled	Count	LOG	394.00	NULL
2015-03-05	TripsBilled	Count	LOG	465.00	NULL
2015-03-18	TripsBilled	Count	LOG	406.00	NULL
2015-04-06	TripsBilled	Count	LOG	415.00	NULL
2015-04-09	TripsBilled	Count	LOG	360.00	NULL
2015-04-25	TripsBilled	Count	LOG	1.00	NULL
2015-05-02	TripsBilled	Count	LOG	73.00	NULL
2015-05-08	TripsBilled	Count	LOG	362.00	NULL
2015-05-24	TripsBilled	Count	LOG	25.00	NULL
2015-05-31	TripsBilled	Count	LOG	88.00	NULL
2015-06-03	TripsBilled	Count	LOG	478.00	NULL
2015-06-06	TripsBilled	Count	LOG	83.00	NULL
2015-06-19	TripsBilled	Count	LOG	507.00	NULL
2015-06-22	TripsBilled	Count	LOG	470.00	NULL
2015-07-05	TripsBilled	Count	LOG	96.00	NULL
2015-07-08	TripsBilled	Count	LOG	515.00	NULL
2015-09-01	TripsBilled	Count	LOG	783.00	NULL
2015-09-14	TripsBilled	Count	LOG	909.00	NULL
2015-10-22	TripsBilled	Count	LOG	3424.00	NULL
2015-11-04	TripsBilled	Count	LOG	369.00	NULL
2014-12-19	TripsBilled	Count	PVT	152.00	NULL
2015-08-07	TripsBilled	Count	PVT	219.00	NULL
2014-09-16	TripsBilled	Count	LOG	2.00	NULL
2014-10-09	TripsBilled	Count	LOG	44.00	NULL
2014-10-28	TripsBilled	Count	LOG	9.00	NULL
2014-10-31	TripsBilled	Count	LOG	19.00	NULL
2014-11-07	TripsBilled	Count	LOG	10.00	NULL
2014-12-12	TripsBilled	Count	LOG	19.00	NULL
2014-12-15	TripsBilled	Count	LOG	45.00	NULL
2014-12-25	TripsBilled	Count	LOG	33.00	NULL
2015-01-07	TripsBilled	Count	LOG	36.00	NULL
2015-01-10	TripsBilled	Count	LOG	15.00	NULL
2015-01-13	TripsBilled	Count	LOG	228.00	NULL
2015-01-29	TripsBilled	Count	LOG	458.00	NULL
2015-02-08	TripsBilled	Count	LOG	67.00	NULL
2015-02-11	TripsBilled	Count	LOG	209.00	NULL
2015-02-21	TripsBilled	Count	LOG	94.00	NULL
2015-03-22	TripsBilled	Count	LOG	26.00	NULL
2015-04-10	TripsBilled	Count	LOG	369.00	NULL
2015-04-13	TripsBilled	Count	LOG	376.00	NULL
2015-04-20	TripsBilled	Count	LOG	373.00	NULL
2015-05-06	TripsBilled	Count	LOG	452.00	NULL
2015-05-12	TripsBilled	Count	LOG	403.00	NULL
2015-05-28	TripsBilled	Count	LOG	510.00	NULL
2015-06-04	TripsBilled	Count	LOG	516.00	NULL
2015-06-07	TripsBilled	Count	LOG	28.00	NULL
2015-06-13	TripsBilled	Count	LOG	95.00	NULL
2015-07-19	TripsBilled	Count	LOG	77.00	NULL
2015-11-24	TripsBilled	Count	LOG	889.00	NULL
2015-10-06	TripsBilled	Count	PVT	148.00	NULL
2015-11-04	TripsBilled	Count	PVT	114.00	NULL
2014-10-16	TripsBilled	Count	LOG	14.00	NULL
2014-10-29	TripsBilled	Count	LOG	11.00	NULL
2014-11-17	TripsBilled	Count	LOG	23.00	NULL
2014-12-19	TripsBilled	Count	LOG	528.00	NULL
2014-12-29	TripsBilled	Count	LOG	27.00	NULL
2015-01-01	TripsBilled	Count	LOG	1.00	NULL
2015-01-08	TripsBilled	Count	LOG	15.00	NULL
2015-01-14	TripsBilled	Count	LOG	681.00	NULL
2015-01-27	TripsBilled	Count	LOG	449.00	NULL
2015-01-30	TripsBilled	Count	LOG	402.00	NULL
2015-02-15	TripsBilled	Count	LOG	26.00	NULL
2015-02-18	TripsBilled	Count	LOG	382.00	NULL
2015-02-25	TripsBilled	Count	LOG	426.00	NULL
2015-03-10	TripsBilled	Count	LOG	375.00	NULL
2015-03-16	TripsBilled	Count	LOG	369.00	NULL
2015-03-19	TripsBilled	Count	LOG	420.00	NULL
2015-04-17	TripsBilled	Count	LOG	383.00	NULL
2015-04-30	TripsBilled	Count	LOG	403.00	NULL
2015-05-10	TripsBilled	Count	LOG	56.00	NULL
2015-05-19	TripsBilled	Count	LOG	459.00	NULL
2015-05-26	TripsBilled	Count	LOG	471.00	NULL
2015-05-29	TripsBilled	Count	LOG	372.00	NULL
2015-06-08	TripsBilled	Count	LOG	429.00	NULL
2015-06-14	TripsBilled	Count	LOG	66.00	NULL
2015-06-24	TripsBilled	Count	LOG	497.00	NULL
2015-06-27	TripsBilled	Count	LOG	85.00	NULL
2015-06-30	TripsBilled	Count	LOG	461.00	NULL
2015-07-13	TripsBilled	Count	LOG	466.00	NULL
2015-08-01	TripsBilled	Count	LOG	764.00	NULL
2015-08-27	TripsBilled	Count	LOG	414.00	NULL
2015-09-15	TripsBilled	Count	LOG	406.00	NULL
2015-11-09	TripsBilled	Count	LOG	1129.00	NULL
2015-10-02	TripsBilled	Count	PVT	4.00	NULL
2015-01-21	OnTimePerformance	Count	SR3	10.00	6.00
2015-04-09	OnTimePerformance	Count	SR5	2.00	2.00
2015-06-18	OnTimePerformance	Count	LOG	548.00	400.00
2015-08-18	OnTimePerformance	Count	SE2	17.00	12.00
2014-11-14	OnTimePerformance	Count	PVT	7.00	3.00
2015-09-15	OnTimePerformance	Count	SR1	2.00	2.00
2015-03-27	OnTimePerformance	Count	LOG	398.00	310.00
2015-11-17	OnTimePerformance	Count	PVT	12.00	9.00
2015-09-21	OnTimePerformance	Count	BR7	2.00	1.00
2015-07-05	OnTimePerformance	Count	LOG	54.00	14.00
2015-08-13	OnTimePerformance	Count	SK2	2.00	0.00
2015-06-05	OnTimePerformance	Count	CDR	35.00	22.00
2015-08-26	OnTimePerformance	Count	PVT	12.00	6.00
2015-07-14	OnTimePerformance	Count	BR7	2.00	1.00
2014-11-06	OnTimePerformance	Count	SE2	2.00	1.00
2015-06-22	OnTimePerformance	Count	CDR	13.00	9.00
2015-07-18	OnTimePerformance	Count	SE2	2.00	0.00
2015-03-23	OnTimePerformance	Count	ND2	4.00	3.00
2015-05-18	OnTimePerformance	Count	PVT	15.00	7.00
2015-06-03	OnTimePerformance	Count	WC1	2.00	1.00
2015-03-09	OnTimePerformance	Count	MP1	2.00	0.00
2015-04-01	OnTimePerformance	Count	PB1	2.00	1.00
2015-01-19	OnTimePerformance	Count	SR3	2.00	1.00
2015-02-11	OnTimePerformance	Count	SR1	2.00	2.00
2015-04-13	OnTimePerformance	Count	CR5	2.00	1.00
2014-12-12	OnTimePerformance	Count	SE2	8.00	3.00
2014-12-03	OnTimePerformance	Count	PVT	8.00	6.00
2015-04-02	OnTimePerformance	Count	CDR	9.00	9.00
2015-01-02	OnTimePerformance	Count	SR3	2.00	0.00
2015-02-03	OnTimePerformance	Count	LOG	376.00	205.00
2015-03-05	OnTimePerformance	Count	SE2	1.00	1.00
2015-07-19	OnTimePerformance	Count	LOG	61.00	46.00
2015-02-04	OnTimePerformance	Count	BR3	2.00	1.00
2015-04-29	OnTimePerformance	Count	MR5	2.00	1.00
2015-06-06	OnTimePerformance	Count	KE3	2.00	2.00
2015-02-16	OnTimePerformance	Count	SE2	1.00	1.00
2015-02-16	OnTimePerformance	Count	MRC	1.00	0.00
2015-01-02	OnTimePerformance	Count	WC1	1.00	1.00
2015-05-27	OnTimePerformance	Count	SE2	6.00	6.00
2015-09-21	OnTimePerformance	Count	TL1	2.00	0.00
2014-11-05	OnTimePerformance	Count	FE4	2.00	0.00
2014-11-14	OnTimePerformance	Count	MR5	3.00	1.00
2015-09-14	OnTimePerformance	Count	PVT	9.00	7.00
2015-09-25	OnTimePerformance	Count	BR3	2.00	2.00
2015-09-28	OnTimePerformance	Count	PVT	14.00	8.00
2015-03-09	OnTimePerformance	Count	BR3	2.00	1.00
2015-08-11	OnTimePerformance	Count	CDR	30.00	24.00
2015-06-23	OnTimePerformance	Count	MID	24.00	21.00
2015-04-14	OnTimePerformance	Count	WC1	2.00	2.00
2015-06-06	OnTimePerformance	Count	MR4	1.00	1.00
2015-10-26	OnTimePerformance	Count	MRC	1.00	0.00
2015-03-20	OnTimePerformance	Count	BR7	1.00	1.00
2015-11-17	OnTimePerformance	Count	LOG	489.00	340.00
2015-03-08	OnTimePerformance	Count	LOG	41.00	16.00
2015-01-22	OnTimePerformance	Count	PVT	14.00	11.00
2015-03-10	OnTimePerformance	Count	SR3	4.00	1.00
2015-03-17	OnTimePerformance	Count	KE3	1.00	0.00
2015-05-26	OnTimePerformance	Count	ND2	2.00	2.00
2014-10-06	OnTimePerformance	Count	SE2	2.00	2.00
2015-03-04	OnTimePerformance	Count	ND2	2.00	0.00
2015-01-14	OnTimePerformance	Count	SE2	4.00	3.00
2015-08-11	OnTimePerformance	Count	SK2	2.00	1.00
2014-10-14	OnTimePerformance	Count	PVT	9.00	0.00
2015-02-20	OnTimePerformance	Count	HE6	2.00	0.00
2015-01-22	OnTimePerformance	Count	MID	10.00	9.00
2015-04-21	OnTimePerformance	Count	MRC	1.00	1.00
2015-04-20	OnTimePerformance	Count	PB1	2.00	2.00
2015-01-05	OnTimePerformance	Count	MID	11.00	10.00
2015-01-02	OnTimePerformance	Count	BR3	2.00	2.00
2015-10-31	OnTimePerformance	Count	PVT	5.00	5.00
2015-02-21	OnTimePerformance	Count	LOG	71.00	23.00
2015-03-31	OnTimePerformance	Count	PVT	15.00	12.00
2015-05-06	OnTimePerformance	Count	PB1	2.00	2.00
2015-09-11	OnTimePerformance	Count	CDS	4.00	2.00
2015-01-21	OnTimePerformance	Count	MID	11.00	10.00
2015-04-09	OnTimePerformance	Count	CDY	4.00	3.00
2015-08-29	OnTimePerformance	Count	SR1	2.00	2.00
2015-03-10	OnTimePerformance	Count	LOG	456.00	347.00
2015-05-01	OnTimePerformance	Count	MID	14.00	13.00
2015-08-23	OnTimePerformance	Count	LOG	57.00	42.00
2015-03-25	OnTimePerformance	Count	MP1	3.00	0.00
2015-05-26	OnTimePerformance	Count	MRC	2.00	1.00
2015-06-27	OnTimePerformance	Count	SY4	2.00	0.00
2015-06-01	OnTimePerformance	Count	LOG	497.00	336.00
2015-03-06	OnTimePerformance	Count	ND2	4.00	3.00
2015-04-17	OnTimePerformance	Count	MID	17.00	17.00
2015-06-19	OnTimePerformance	Count	SR3	4.00	3.00
2015-11-06	OnTimePerformance	Count	CDR	49.00	28.00
2015-05-15	OnTimePerformance	Count	LOG	429.00	282.00
2015-10-06	OnTimePerformance	Count	SE2	4.00	1.00
2015-03-16	OnTimePerformance	Count	CDR	8.00	5.00
2015-03-26	OnTimePerformance	Count	CDS	27.00	18.00
2015-05-20	OnTimePerformance	Count	MID	28.00	26.00
2015-06-03	OnTimePerformance	Count	LOG	525.00	376.00
2015-08-03	OnTimePerformance	Count	SE2	4.00	3.00
2014-11-29	OnTimePerformance	Count	MP1	1.00	1.00
2015-09-11	OnTimePerformance	Count	LOG	427.00	287.00
2015-08-04	OnTimePerformance	Count	TL1	2.00	2.00
2015-08-05	OnTimePerformance	Count	BR3	2.00	1.00
2015-03-24	OnTimePerformance	Count	LOG	517.00	368.00
2014-12-31	OnTimePerformance	Count	LOG	376.00	268.00
2015-07-13	OnTimePerformance	Count	KE3	2.00	1.00
2015-02-09	OnTimePerformance	Count	PVT	12.00	7.00
2014-11-18	OnTimePerformance	Count	KE3	2.00	0.00
2015-04-12	OnTimePerformance	Count	LOG	56.00	32.00
2014-10-11	OnTimePerformance	Count	LOG	79.00	45.00
2015-03-18	OnTimePerformance	Count	SS1	2.00	1.00
2015-06-03	OnTimePerformance	Count	PVT	13.00	7.00
2015-06-12	OnTimePerformance	Count	SE2	1.00	1.00
2015-06-19	OnTimePerformance	Count	WC1	1.00	1.00
2014-10-28	OnTimePerformance	Count	MR5	2.00	1.00
2015-07-23	OnTimePerformance	Count	CDS	6.00	3.00
2015-01-19	OnTimePerformance	Count	LOG	264.00	205.00
2015-03-12	OnTimePerformance	Count	MID	22.00	18.00
2015-09-11	OnTimePerformance	Count	PVT	16.00	10.00
2015-02-06	OnTimePerformance	Count	SR3	2.00	1.00
2015-04-14	OnTimePerformance	Count	CDS	31.00	19.00
2014-10-23	OnTimePerformance	Count	BR7	2.00	0.00
2014-12-29	OnTimePerformance	Count	ND2	2.00	2.00
2015-06-03	OnTimePerformance	Count	MID	14.00	14.00
2015-06-20	OnTimePerformance	Count	PVT	6.00	5.00
2014-10-28	OnTimePerformance	Count	HE6	6.00	6.00
2015-09-17	OnTimePerformance	Count	SR1	2.00	1.00
2015-07-21	OnTimePerformance	Count	LOG	560.00	379.00
2015-11-25	OnTimePerformance	Count	SE2	4.00	4.00
