MeasurementDate	metric	metrictype	Agency	numerator	denominator
2015-06-09	TripsPerformed	Count	LOG	588.00	550.00
2015-05-26	TripsPerformed	Count	MID	22.00	22.00
2015-06-08	TripsPerformed	Count	MP1	2.00	0.00
2015-03-02	TripsPerformed	Count	HE6	2.00	2.00
2015-02-15	TripsPerformed	Count	PVT	7.00	0.00
2014-10-24	TripsPerformed	Count	MID	23.00	23.00
2015-01-22	TripsPerformed	Count	HL1	1.00	1.00
2015-06-11	TripsPerformed	Count	WC1	2.00	2.00
2015-06-15	TripsPerformed	Count	VE2	1.00	0.00
2015-07-22	TripsPerformed	Count	BR7	2.00	2.00
2014-12-07	TripsPerformed	Count	MP1	1.00	0.00
2015-04-17	TripsPerformed	Count	SE2	4.00	4.00
2014-11-12	TripsPerformed	Count	BE1	2.00	0.00
2015-04-20	TripsPerformed	Count	CDS	26.00	26.00
2015-03-06	TripsPerformed	Count	MID	6.00	6.00
2015-04-10	TripsPerformed	Count	CDR	5.00	5.00
2014-10-17	TripsPerformed	Count	LOG	353.00	16.00
2014-10-12	TripsPerformed	Count	FAC	1.00	1.00
2014-12-08	TripsPerformed	Count	SR3	5.00	5.00
2015-02-26	TripsPerformed	Count	MP1	1.00	0.00
2015-01-08	TripsPerformed	Count	LOG	487.00	465.00
2015-09-05	TripsPerformed	Count	PVT	8.00	2.00
2015-11-19	TripsPerformed	Count	SE2	2.00	0.00
2015-11-07	TripsPerformed	Count	MP1	2.00	0.00
2015-07-17	TripsPerformed	Count	CR5	2.00	2.00
2015-04-06	TripsPerformed	Count	CDS	37.00	37.00
2015-07-02	TripsPerformed	Count	CDR	6.00	6.00
2015-08-10	TripsPerformed	Count	TL1	2.00	0.00
2015-06-06	TripsPerformed	Count	BR3	2.00	0.00
2015-07-07	TripsPerformed	Count	HL1	2.00	2.00
2015-10-06	TripsPerformed	Count	LOG	422.00	422.00
2015-05-28	TripsPerformed	Count	PVT	14.00	5.00
2015-03-09	TripsPerformed	Count	PB1	2.00	0.00
2015-04-15	TripsPerformed	Count	SE2	4.00	4.00
2015-10-06	TripsPerformed	Count	PVT	10.00	2.00
2015-01-13	TripsPerformed	Count	MID	14.00	14.00
2015-09-19	TripsPerformed	Count	PVT	9.00	4.00
2015-03-06	TripsPerformed	Count	PVT	6.00	3.00
2014-11-05	TripsPerformed	Count	LOG	393.00	16.00
2015-08-04	TripsPerformed	Count	CDR	25.00	12.00
2015-02-13	TripsPerformed	Count	LOG	419.00	394.00
2015-04-06	TripsPerformed	Count	MID	10.00	10.00
2015-07-07	TripsPerformed	Count	SE2	4.00	4.00
2015-09-28	TripsPerformed	Count	SE2	2.00	2.00
2015-09-16	TripsPerformed	Count	BR3	2.00	0.00
2015-05-07	TripsPerformed	Count	LOG	463.00	415.00
2015-01-13	TripsPerformed	Count	PVT	9.00	5.00
2015-03-23	TripsPerformed	Count	MID	8.00	8.00
2014-12-27	TripsPerformed	Count	PVT	4.00	4.00
2015-08-15	TripsPerformed	Count	SY4	2.00	0.00
2014-11-11	TripsPerformed	Count	BR3	4.00	4.00
2015-03-03	TripsPerformed	Count	SE2	2.00	2.00
2015-03-16	TripsPerformed	Count	PB1	2.00	0.00
2014-10-10	TripsPerformed	Count	LOG	394.00	37.00
2015-04-30	TripsPerformed	Count	HE6	2.00	2.00
2014-11-06	TripsPerformed	Count	ND2	2.00	2.00
2015-07-09	TripsPerformed	Count	CDR	27.00	27.00
2015-07-14	TripsPerformed	Count	SE2	7.00	7.00
2015-08-22	TripsPerformed	Count	LOG	70.00	66.00
2015-01-09	TripsPerformed	Count	SS4	1.00	0.00
2015-03-30	TripsPerformed	Count	PVT	11.00	9.00
2015-01-06	TripsPerformed	Count	MID	9.00	9.00
2015-03-13	TripsPerformed	Count	PVT	13.00	10.00
2015-04-29	TripsPerformed	Count	SR3	2.00	2.00
2015-05-05	TripsPerformed	Count	SY4	2.00	0.00
2015-06-30	TripsPerformed	Count	SE2	4.00	4.00
2015-11-12	TripsPerformed	Count	MP1	2.00	0.00
2015-07-22	TripsPerformed	Count	PVT	25.00	16.00
2015-08-18	TripsPerformed	Count	ND2	5.00	3.00
2015-07-22	TripsPerformed	Count	CR5	2.00	2.00
2015-10-15	TripsPerformed	Count	CDS	6.00	0.00
2015-04-28	TripsPerformed	Count	HE6	2.00	2.00
2015-08-13	TripsPerformed	Count	SR1	1.00	0.00
2015-02-15	TripsPerformed	Count	BR7	2.00	0.00
2015-01-06	TripsPerformed	Count	PVT	10.00	3.00
2015-05-28	TripsPerformed	Count	CDY	4.00	4.00
2015-08-05	TripsPerformed	Count	LOG	456.00	454.00
2015-04-30	TripsPerformed	Count	LOG	539.00	427.00
2015-01-20	TripsPerformed	Count	PVT	17.00	8.00
2015-04-04	TripsPerformed	Count	SY4	3.00	2.00
2015-09-04	TripsPerformed	Count	MRC	1.00	1.00
2015-07-11	TripsPerformed	Count	SG2	2.00	2.00
2015-02-26	TripsPerformed	Count	CDR	12.00	12.00
2014-10-29	TripsPerformed	Count	PVT	4.00	4.00
2015-09-10	TripsPerformed	Count	LOG	447.00	427.00
2015-04-26	TripsPerformed	Count	FA1	1.00	0.00
2014-10-21	TripsPerformed	Count	SE2	2.00	2.00
2014-11-03	TripsPerformed	Count	PB1	2.00	2.00
2015-11-11	TripsPerformed	Count	ND2	2.00	0.00
2014-10-29	TripsPerformed	Count	MID	31.00	31.00
2015-10-15	TripsPerformed	Count	PVT	9.00	1.00
2015-05-20	TripsPerformed	Count	CDR	43.00	43.00
2014-11-29	TripsPerformed	Count	LOG	92.00	32.00
2015-05-25	TripsPerformed	Count	MRC	2.00	2.00
2015-04-27	TripsPerformed	Count	TG2	1.00	0.00
2015-08-10	TripsPerformed	Count	PVT	24.00	14.00
2015-09-15	TripsPerformed	Count	PB1	1.00	0.00
2014-11-17	TripsPerformed	Count	MID	20.00	20.00
2015-10-13	TripsPerformed	Count	CDS	7.00	0.00
2015-08-28	TripsPerformed	Count	SK2	2.00	2.00
2015-05-11	TripsPerformed	Count	SE2	13.00	13.00
2015-05-11	TripsPerformed	Count	MRC	2.00	2.00
2015-05-19	TripsPerformed	Count	MID	19.00	19.00
2015-02-22	TripsPerformed	Count	PVT	3.00	0.00
2015-11-03	TripsPerformed	Count	PVT	10.00	0.00
2015-03-18	TripsPerformed	Count	VA1	2.00	0.00
2015-01-29	TripsPerformed	Count	HL1	1.00	1.00
2015-05-04	TripsPerformed	Count	KE3	2.00	0.00
2015-07-26	TripsPerformed	Count	PVT	1.00	1.00
2015-02-13	TripsPerformed	Count	SR1	2.00	2.00
2015-06-04	TripsPerformed	Count	MID	20.00	20.00
2015-07-24	TripsPerformed	Count	CR5	2.00	2.00
2015-08-14	TripsPerformed	Count	PB1	2.00	2.00
2015-09-28	TripsPerformed	Count	CDS	7.00	1.00
2015-03-10	TripsPerformed	Count	CDS	27.00	27.00
2015-08-15	TripsPerformed	Count	SR1	2.00	0.00
2015-05-04	TripsPerformed	Count	MID	18.00	18.00
2015-03-27	TripsPerformed	Count	CDS	27.00	27.00
2015-09-09	TripsPerformed	Count	LOG	469.00	458.00
2015-11-23	TripsPerformed	Count	SR1	2.00	0.00
2015-08-06	TripsPerformed	Count	MP1	2.00	0.00
2015-10-26	TripsPerformed	Count	SE2	2.00	0.00
2015-02-24	TripsPerformed	Count	PVT	22.00	6.00
2015-10-03	TripsPerformed	Count	SY4	2.00	0.00
2015-10-29	TripsPerformed	Count	CDS	8.00	0.00
2015-01-17	TripsPerformed	Count	LOG	109.00	106.00
2015-07-21	TripsPerformed	Count	CDS	9.00	9.00
2014-10-26	TripsPerformed	Count	LOG	72.00	2.00
2014-12-30	TripsPerformed	Count	ND2	2.00	2.00
2015-08-07	TripsPerformed	Count	CDS	3.00	1.00
2014-11-25	TripsPerformed	Count	SE2	10.00	10.00
2015-05-18	TripsPerformed	Count	MR4	2.00	0.00
2015-04-29	TripsPerformed	Count	CDS	40.00	40.00
2014-11-07	TripsPerformed	Count	BR7	2.00	2.00
2014-10-16	TripsPerformed	Count	RR6	1.00	1.00
2014-12-03	TripsPerformed	Count	MID	5.00	5.00
2015-03-13	TripsPerformed	Count	MID	9.00	9.00
2015-10-02	TripsPerformed	Count	CDR	33.00	0.00
2014-10-22	TripsPerformed	Count	ND2	2.00	2.00
2015-06-24	TripsPerformed	Count	CDR	21.00	21.00
2015-02-26	TripsPerformed	Count	KE3	4.00	0.00
2015-01-03	TripsPerformed	Count	LOG	98.00	93.00
2015-02-24	TripsPerformed	Count	MID	9.00	9.00
2015-01-29	TripsPerformed	Count	BR7	4.00	2.00
2015-03-12	TripsPerformed	Count	SR3	2.00	2.00
2015-03-02	TripsPerformed	Count	SS4	1.00	0.00
2015-06-06	TripsPerformed	Count	PVT	10.00	2.00
2014-10-31	TripsPerformed	Count	PB1	3.00	3.00
2015-08-07	TripsPerformed	Count	LOG	393.00	391.00
2015-06-29	TripsPerformed	Count	SE2	2.00	2.00
2015-07-07	TripsPerformed	Count	MID	8.00	0.00
2015-08-31	TripsPerformed	Count	VA1	2.00	0.00
2015-10-15	TripsPerformed	Count	MR4	2.00	0.00
2015-02-05	TripsPerformed	Count	CDS	14.00	14.00
2014-10-21	TripsPerformed	Count	FAC	2.00	0.00
2015-07-07	TripsPerformed	Count	PVT	20.00	11.00
2015-02-24	TripsPerformed	Count	MR5	2.00	0.00
2015-09-09	TripsPerformed	Count	CDS	7.00	3.00
2014-10-23	TripsPerformed	Count	SE2	4.00	4.00
2015-06-25	TripsPerformed	Count	KE3	1.00	0.00
2015-04-15	TripsPerformed	Count	PVT	15.00	9.00
2015-03-03	TripsPerformed	Count	BR7	2.00	2.00
2015-05-01	TripsPerformed	Count	WC1	2.00	2.00
2014-10-06	TripsPerformed	Count	MRC	1.00	1.00
2014-11-10	TripsPerformed	Count	ND2	2.00	2.00
2015-11-04	TripsPerformed	Count	CDR	42.00	0.00
2014-11-24	TripsPerformed	Count	ND2	4.00	4.00
2015-02-18	TripsPerformed	Count	MP1	3.00	0.00
2015-05-15	TripsPerformed	Count	SR3	4.00	4.00
2015-06-16	TripsPerformed	Count	LOG	534.00	510.00
2015-04-07	TripsPerformed	Count	SE2	6.00	6.00
2015-02-05	TripsPerformed	Count	PVT	16.00	7.00
2014-12-11	TripsPerformed	Count	ND2	2.00	2.00
2014-10-30	TripsPerformed	Count	MID	17.00	17.00
2015-05-21	TripsPerformed	Count	SR1	2.00	2.00
2015-07-22	TripsPerformed	Count	WC1	2.00	2.00
2015-01-26	TripsPerformed	Count	PB1	2.00	2.00
2015-02-10	TripsPerformed	Count	SR1	2.00	2.00
2015-02-07	TripsPerformed	Count	MID	1.00	1.00
2015-11-20	TripsPerformed	Count	CDR	49.00	0.00
2015-04-30	TripsPerformed	Count	WC1	2.00	2.00
2015-04-14	TripsPerformed	Count	PVT	8.00	5.00
2015-07-23	TripsPerformed	Count	PVT	23.00	13.00
2015-05-01	TripsPerformed	Count	PVT	8.00	0.00
2015-07-28	TripsPerformed	Count	PB1	2.00	2.00
2015-03-27	TripsPerformed	Count	HE6	2.00	2.00
2015-02-25	TripsPerformed	Count	CDR	10.00	10.00
2015-02-07	TripsPerformed	Count	PVT	5.00	2.00
2015-01-21	TripsPerformed	Count	PVT	8.00	5.00
2014-12-09	TripsPerformed	Count	SE2	2.00	2.00
2015-10-20	TripsPerformed	Count	SR1	2.00	0.00
2015-08-20	TripsPerformed	Count	SE2	8.00	6.00
2015-03-03	TripsPerformed	Count	SY4	7.00	0.00
2015-07-08	TripsPerformed	Count	CDR	22.00	22.00
2015-11-11	TripsPerformed	Count	SE2	2.00	0.00
2015-05-20	TripsPerformed	Count	CR5	2.00	0.00
2015-03-02	TripsPerformed	Count	PR1	1.00	1.00
2015-02-26	TripsPerformed	Count	PB1	2.00	2.00
2014-12-16	TripsPerformed	Count	SR3	2.00	2.00
2015-08-11	TripsPerformed	Count	PVT	15.00	9.00
2014-12-17	TripsPerformed	Count	LOG	389.00	379.00
2015-09-25	TripsPerformed	Count	CDS	6.00	2.00
2015-03-26	TripsPerformed	Count	SR3	2.00	2.00
2015-09-15	TripsPerformed	Count	CDR	34.00	13.00
2014-10-22	TripsPerformed	Count	SE2	6.00	6.00
2015-05-15	TripsPerformed	Count	CDP	2.00	2.00
2015-01-30	TripsPerformed	Count	SE2	2.00	2.00
2015-01-08	TripsPerformed	Count	SR1	2.00	2.00
2015-04-24	TripsPerformed	Count	TL1	2.00	0.00
2015-10-14	TripsPerformed	Count	CDS	8.00	0.00
2014-12-19	TripsPerformed	Count	MID	3.00	3.00
2015-03-04	TripsPerformed	Count	SE2	2.00	0.00
2015-11-13	TripsPerformed	Count	MP1	2.00	0.00
2015-08-25	TripsPerformed	Count	PVT	14.00	2.00
2015-02-23	TripsPerformed	Count	SR3	2.00	2.00
2014-12-05	TripsPerformed	Count	MID	2.00	2.00
2015-05-01	TripsPerformed	Count	MR5	2.00	2.00
2015-04-08	TripsPerformed	Count	ND2	4.00	4.00
2014-11-18	TripsPerformed	Count	MID	17.00	17.00
2015-10-12	TripsPerformed	Count	LOG	198.00	191.00
2015-10-01	TripsPerformed	Count	SR1	2.00	0.00
2015-04-16	TripsPerformed	Count	CDR	9.00	9.00
2015-02-26	TripsPerformed	Count	MID	4.00	4.00
2015-02-11	TripsPerformed	Count	KE3	2.00	0.00
2015-11-24	TripsPerformed	Count	SY4	2.00	0.00
2014-11-14	TripsPerformed	Count	HE6	2.00	2.00
2014-11-28	TripsPerformed	Count	LOG	134.00	31.00
2015-07-21	TripsPerformed	Count	HE6	2.00	2.00
2014-10-20	TripsPerformed	Count	SE2	4.00	4.00
2015-05-05	TripsPerformed	Count	CDR	43.00	43.00
2015-07-23	TripsPerformed	Count	LOG	544.00	523.00
2014-11-11	TripsPerformed	Count	LOG	333.00	13.00
2014-11-06	TripsPerformed	Count	BR7	4.00	4.00
2015-02-11	TripsPerformed	Count	CDR	3.00	3.00
2015-06-22	TripsPerformed	Count	MID	10.00	10.00
2015-10-07	TripsPerformed	Count	TL1	2.00	0.00
2014-10-27	TripsPerformed	Count	MP1	1.00	0.00
2015-01-07	TripsPerformed	Count	PB1	4.00	3.00
2015-05-19	TripsPerformed	Count	CDR	42.00	41.00
2015-02-02	TripsPerformed	Count	LOG	95.00	93.00
2015-04-17	TripsPerformed	Count	PB1	3.00	2.00
2015-08-18	TripsPerformed	Count	BR7	2.00	2.00
2015-10-31	TripsPerformed	Count	LOG	50.00	47.00
2015-09-01	TripsPerformed	Count	KE3	2.00	0.00
2015-06-22	TripsPerformed	Count	PVT	18.00	7.00
2014-12-11	TripsPerformed	Count	SE2	6.00	6.00
2015-10-14	TripsPerformed	Count	LOG	428.00	421.00
2014-10-27	TripsPerformed	Count	LOG	409.00	10.00
2015-04-06	TripsPerformed	Count	SE2	3.00	3.00
2015-04-13	TripsPerformed	Count	WC1	2.00	2.00
2015-09-08	TripsPerformed	Count	CDS	8.00	5.00
2015-09-15	TripsPerformed	Count	MID	1.00	0.00
2015-10-20	TripsPerformed	Count	CDR	44.00	0.00
2015-04-28	TripsPerformed	Count	LOG	531.00	475.00
2015-02-23	TripsPerformed	Count	MR5	2.00	2.00
2015-11-16	TripsPerformed	Count	CDS	7.00	0.00
2015-10-26	TripsPerformed	Count	ND2	2.00	2.00
2015-02-04	TripsPerformed	Count	LOG	439.00	209.00
2015-02-23	TripsPerformed	Count	CR5	1.00	0.00
2014-11-26	TripsPerformed	Count	SE2	6.00	6.00
2015-04-23	TripsPerformed	Count	CDY	4.00	4.00
2015-05-09	TripsPerformed	Count	MRC	1.00	1.00
2015-04-09	TripsPerformed	Count	TL1	2.00	2.00
2015-09-08	TripsPerformed	Count	LOG	442.00	431.00
2015-08-12	TripsPerformed	Count	SK2	2.00	2.00
2015-10-27	TripsPerformed	Count	BR3	2.00	0.00
2015-01-23	TripsPerformed	Count	MID	9.00	9.00
2015-09-29	TripsPerformed	Count	PVT	12.00	4.00
2015-04-08	TripsPerformed	Count	SE2	8.00	8.00
2015-07-08	TripsPerformed	Count	PVT	18.00	14.00
2014-11-05	TripsPerformed	Count	PR1	1.00	1.00
2015-02-10	TripsPerformed	Count	CDR	2.00	2.00
2014-11-27	TripsPerformed	Count	LOG	70.00	6.00
2015-10-08	TripsPerformed	Count	SE2	6.00	0.00
2014-11-29	TripsPerformed	Count	SR3	2.00	2.00
2015-07-08	TripsPerformed	Count	MID	10.00	0.00
2015-03-09	TripsPerformed	Count	CDS	33.00	33.00
2014-11-12	TripsPerformed	Count	SR3	2.00	2.00
2015-02-28	TripsPerformed	Count	SY4	2.00	0.00
2014-12-05	TripsPerformed	Count	SR1	2.00	0.00
2014-11-24	TripsPerformed	Count	SE2	4.00	4.00
2015-05-12	TripsPerformed	Count	CDY	4.00	4.00
2014-11-11	TripsPerformed	Count	HE6	2.00	2.00
2015-04-30	TripsPerformed	Count	PVT	8.00	4.00
2014-12-12	TripsPerformed	Count	FE4	2.00	0.00
2015-06-05	TripsPerformed	Count	PB1	2.00	2.00
2015-04-27	TripsPerformed	Count	MP1	4.00	0.00
2015-04-18	TripsPerformed	Count	KE3	2.00	0.00
2014-11-15	TripsPerformed	Count	MID	1.00	1.00
2015-02-15	TripsPerformed	Count	SE2	3.00	3.00
2015-02-05	TripsPerformed	Count	FA1	3.00	3.00
2014-11-15	TripsPerformed	Count	PVT	3.00	3.00
2015-01-17	TripsPerformed	Count	BR3	1.00	1.00
2015-05-26	TripsPerformed	Count	SE2	4.00	4.00
2015-05-05	TripsPerformed	Count	KE3	3.00	0.00
2015-09-10	TripsPerformed	Count	CDS	7.00	5.00
2015-06-17	TripsPerformed	Count	LOG	533.00	498.00
2015-08-31	TripsPerformed	Count	CDR	4.00	0.00
2015-11-18	TripsPerformed	Count	PVT	19.00	2.00
2014-12-02	TripsPerformed	Count	PVT	14.00	12.00
2015-09-19	TripsPerformed	Count	SE2	4.00	4.00
2015-09-23	TripsPerformed	Count	ND2	2.00	2.00
2015-03-06	TripsPerformed	Count	SE2	2.00	2.00
2014-12-04	TripsPerformed	Count	MID	2.00	2.00
2015-07-30	TripsPerformed	Count	VA1	2.00	0.00
2015-11-06	TripsPerformed	Count	KE3	2.00	0.00
2015-05-30	TripsPerformed	Count	BR3	2.00	0.00
2015-08-27	TripsPerformed	Count	PVT	15.00	5.00
2015-10-13	TripsPerformed	Count	SR3	2.00	0.00
2014-10-20	TripsPerformed	Count	FAC	2.00	0.00
2015-07-20	TripsPerformed	Count	LOG	526.00	511.00
2015-06-05	TripsPerformed	Count	MID	14.00	14.00
2015-05-14	TripsPerformed	Count	ND2	1.00	1.00
2014-11-25	TripsPerformed	Count	SR3	4.00	4.00
2014-12-24	TripsPerformed	Count	PVT	10.00	6.00
2015-02-02	TripsPerformed	Count	SE2	3.00	3.00
2015-02-09	TripsPerformed	Count	MRC	1.00	1.00
2015-07-06	TripsPerformed	Count	CDR	17.00	17.00
2015-03-05	TripsPerformed	Count	SR3	2.00	2.00
2015-09-01	TripsPerformed	Count	CDR	18.00	13.00
2015-01-29	TripsPerformed	Count	LOG	457.00	442.00
2015-08-19	TripsPerformed	Count	HE6	2.00	2.00
2015-02-16	TripsPerformed	Count	MP1	4.00	0.00
2014-11-28	TripsPerformed	Count	MID	2.00	2.00
2015-07-02	TripsPerformed	Count	CDS	4.00	4.00
2014-10-17	TripsPerformed	Count	ND2	2.00	2.00
2014-11-24	TripsPerformed	Count	HE6	2.00	2.00
2015-08-18	TripsPerformed	Count	CDR	15.00	7.00
2015-11-12	TripsPerformed	Count	NB1	4.00	0.00
2015-03-10	TripsPerformed	Count	BR7	1.00	1.00
2015-06-23	TripsPerformed	Count	LOG	495.00	461.00
2015-02-25	TripsPerformed	Count	SR1	2.00	2.00
2015-06-25	TripsPerformed	Count	TL1	2.00	0.00
2015-08-24	TripsPerformed	Count	ND2	4.00	4.00
2015-09-25	TripsPerformed	Count	WC1	4.00	0.00
2015-07-02	TripsPerformed	Count	MID	10.00	2.00
2015-01-30	TripsPerformed	Count	CRA	2.00	2.00
2015-03-15	TripsPerformed	Count	LOG	40.00	26.00
2015-08-19	TripsPerformed	Count	LOG	435.00	433.00
2015-09-07	TripsPerformed	Count	SY4	2.00	0.00
2015-06-19	TripsPerformed	Count	ND2	4.00	4.00
2015-06-16	TripsPerformed	Count	TL1	2.00	0.00
2015-09-01	TripsPerformed	Count	SE2	6.00	6.00
2015-09-22	TripsPerformed	Count	SR1	2.00	0.00
2015-11-09	TripsPerformed	Count	MP1	6.00	0.00
2015-02-12	TripsPerformed	Count	PVT	12.00	5.00
2015-02-27	TripsPerformed	Count	HE6	2.00	2.00
2014-11-07	TripsPerformed	Count	PB1	6.00	6.00
2015-04-13	TripsPerformed	Count	PB1	2.00	2.00
2015-06-08	TripsPerformed	Count	WC1	1.00	1.00
2014-10-09	TripsPerformed	Count	BR7	1.00	1.00
2015-06-20	TripsPerformed	Count	KE3	2.00	0.00
2014-11-26	TripsPerformed	Count	LOG	331.00	9.00
2015-05-15	TripsPerformed	Count	PR1	1.00	0.00
2014-11-18	TripsPerformed	Count	SR3	2.00	2.00
2015-02-09	TripsPerformed	Count	MP1	4.00	0.00
2015-04-03	TripsPerformed	Count	MR5	2.00	0.00
2015-03-20	TripsPerformed	Count	LOG	448.00	395.00
2015-07-24	TripsPerformed	Count	SY4	2.00	2.00
2014-12-31	TripsPerformed	Count	SR3	2.00	2.00
2015-02-23	TripsPerformed	Count	MP1	1.00	0.00
2015-10-12	TripsPerformed	Count	BR7	2.00	0.00
2015-10-07	TripsPerformed	Count	CDR	38.00	0.00
2015-05-04	TripsPerformed	Count	LOG	484.00	440.00
2015-03-26	TripsPerformed	Count	SE2	8.00	6.00
2015-10-29	TripsPerformed	Count	PVT	19.00	7.00
2015-08-30	TripsPerformed	Count	MRC	1.00	0.00
2015-11-12	TripsPerformed	Count	PVT	17.00	2.00
2015-10-14	TripsPerformed	Count	BR3	2.00	0.00
2015-09-16	TripsPerformed	Count	PVT	18.00	3.00
2015-10-02	TripsPerformed	Count	WC1	2.00	2.00
2015-09-29	TripsPerformed	Count	SR1	4.00	0.00
2015-04-03	TripsPerformed	Count	PVT	16.00	4.00
2015-10-21	TripsPerformed	Count	MRC	1.00	0.00
2015-03-18	TripsPerformed	Count	ND2	2.00	0.00
2015-10-02	TripsPerformed	Count	SR3	6.00	0.00
2015-04-23	TripsPerformed	Count	MP1	2.00	0.00
2015-07-21	TripsPerformed	Count	CR5	2.00	2.00
2015-11-02	TripsPerformed	Count	LOG	381.00	374.00
2015-02-19	TripsPerformed	Count	MR4	1.00	1.00
2015-09-06	TripsPerformed	Count	LOG	14.00	14.00
2014-10-21	TripsPerformed	Count	LOG	387.00	9.00
2015-01-29	TripsPerformed	Count	FA1	2.00	2.00
2015-11-19	TripsPerformed	Count	PB1	2.00	0.00
2015-01-11	TripsPerformed	Count	LE2	6.00	0.00
2015-03-10	TripsPerformed	Count	PB1	2.00	0.00
2015-11-20	TripsPerformed	Count	MP1	2.00	0.00
2015-09-10	TripsPerformed	Count	SE2	10.00	10.00
2015-02-07	TripsPerformed	Count	LOG	51.00	46.00
2015-05-15	TripsPerformed	Count	BR7	2.00	0.00
2015-10-19	TripsPerformed	Count	BR7	4.00	2.00
2015-10-29	TripsPerformed	Count	ND2	4.00	2.00
2015-11-14	TripsPerformed	Count	PVT	1.00	0.00
2015-09-10	TripsPerformed	Count	CDR	22.00	11.00
2015-03-24	TripsPerformed	Count	CDS	29.00	29.00
2015-03-05	TripsPerformed	Count	SY4	8.00	0.00
2015-05-07	TripsPerformed	Count	SK2	1.00	1.00
2015-03-24	TripsPerformed	Count	MID	18.00	18.00
2015-10-26	TripsPerformed	Count	CDS	3.00	0.00
2015-01-26	TripsPerformed	Count	MID	4.00	4.00
2015-04-19	TripsPerformed	Count	PVT	1.00	0.00
2015-05-29	TripsPerformed	Count	CDP	2.00	2.00
2015-09-15	TripsPerformed	Count	SE2	8.00	8.00
2015-02-21	TripsPerformed	Count	PVT	6.00	1.00
2015-02-05	TripsPerformed	Count	ND2	2.00	0.00
2015-02-13	TripsPerformed	Count	SE2	4.00	2.00
2015-03-21	TripsPerformed	Count	KE3	2.00	2.00
2015-07-01	TripsPerformed	Count	SR3	3.00	3.00
2015-06-15	TripsPerformed	Count	PVT	19.00	3.00
2015-05-05	TripsPerformed	Count	SR3	2.00	2.00
2015-10-09	TripsPerformed	Count	SR3	6.00	0.00
2015-07-16	TripsPerformed	Count	LOG	545.00	498.00
2014-10-02	TripsPerformed	Count	TL1	1.00	1.00
2015-05-24	TripsPerformed	Count	MRC	1.00	1.00
2015-10-24	TripsPerformed	Count	LOG	53.00	53.00
2015-01-18	TripsPerformed	Count	LE2	4.00	0.00
2014-11-04	TripsPerformed	Count	PVT	15.00	13.00
2015-05-08	TripsPerformed	Count	MID	14.00	14.00
2015-05-04	TripsPerformed	Count	HE6	2.00	2.00
2014-11-10	TripsPerformed	Count	SE2	6.00	6.00
2015-04-29	TripsPerformed	Count	PB1	6.00	6.00
2015-05-26	TripsPerformed	Count	CDR	47.00	46.00
2015-10-30	TripsPerformed	Count	CDR	43.00	0.00
2015-09-25	TripsPerformed	Count	PVT	18.00	8.00
2015-01-09	TripsPerformed	Count	LE2	3.00	0.00
2014-12-23	TripsPerformed	Count	SE2	3.00	3.00
2014-10-27	TripsPerformed	Count	SE2	2.00	2.00
2015-04-02	TripsPerformed	Count	SE2	2.00	2.00
2015-01-23	TripsPerformed	Count	SR3	4.00	4.00
2015-06-29	TripsPerformed	Count	SR3	2.00	2.00
2015-08-27	TripsPerformed	Count	KE3	2.00	2.00
2015-06-20	TripsPerformed	Count	SY4	2.00	2.00
2015-07-03	TripsPerformed	Count	WC1	1.00	1.00
2014-12-19	TripsPerformed	Count	LOG	420.00	393.00
2015-07-09	TripsPerformed	Count	CDS	11.00	11.00
2015-10-19	TripsPerformed	Count	CDS	6.00	0.00
2015-02-02	TripsPerformed	Count	MID	4.00	4.00
2015-01-02	TripsPerformed	Count	PVT	8.00	5.00
2015-06-24	TripsPerformed	Count	WC1	4.00	4.00
2015-11-25	TripsPerformed	Count	MP1	2.00	0.00
2015-04-28	TripsPerformed	Count	WC1	2.00	2.00
2015-10-23	TripsPerformed	Count	CDR	38.00	0.00
2015-07-08	TripsPerformed	Count	SR3	2.00	2.00
2015-07-09	TripsPerformed	Count	LOG	523.00	503.00
2015-01-04	TripsPerformed	Count	LE2	2.00	0.00
2015-08-04	TripsPerformed	Count	PVT	19.00	8.00
2015-07-15	TripsPerformed	Count	BR3	2.00	0.00
2015-09-24	TripsPerformed	Count	SE2	8.00	8.00
2015-11-17	TripsPerformed	Count	CDR	40.00	0.00
2015-02-18	TripsPerformed	Count	LOG	470.00	426.00
2015-07-25	TripsPerformed	Count	LOG	75.00	71.00
2015-03-18	TripsPerformed	Count	WC1	3.00	3.00
2015-04-16	TripsPerformed	Count	CDS	28.00	28.00
2015-10-02	TripsPerformed	Count	SY4	2.00	0.00
2015-04-06	TripsPerformed	Count	CDR	8.00	8.00
2015-06-02	TripsPerformed	Count	CDR	27.00	27.00
2015-07-10	TripsPerformed	Count	WC1	3.00	1.00
2015-08-26	TripsPerformed	Count	MP1	2.00	0.00
2015-10-17	TripsPerformed	Count	SR1	2.00	0.00
2015-04-02	TripsPerformed	Count	TL1	1.00	0.00
2015-04-28	TripsPerformed	Count	PVT	12.00	8.00
2015-09-16	TripsPerformed	Count	ND2	2.00	2.00
2014-11-19	TripsPerformed	Count	SE2	4.00	4.00
2014-12-02	TripsPerformed	Count	PB1	2.00	2.00
2015-05-26	TripsPerformed	Count	KE3	3.00	0.00
2015-03-16	TripsPerformed	Count	PVT	12.00	7.00
